"player_id","player_name","team_name","start_year","end_year","key_target_base","runs_stolen_on_running_act","n_init","rate_sbx","n_sb","n_cs","n_pk","n_bk","n_fb","n_plus","n_minus","net_act_plus","net_act_minus","r_primary_lead","r_secondary_lead","r_sec_minus_prim_lead","r_primary_lead_sbx","r_secondary_lead_sbx","r_sec_minus_prim_lead_sbx"
453943,"Frazier, Todd","NYM",2018,2018,"All",0.9019017020650442,519,0.015414258188824663,6,2,0,0,0,6,2,2.0726041143805456,1.0830686204198556,"11.050482906","15.750196581","4.699713675","10.612125","27.745","17.132875"
543377,"Joseph, Corban","BAL",2018,2018,"All",-0.003172975140015428,18,0,0,0,0,0,0,0,0,-0.11197518164375252,0.042715691530522376,"11.621823529","15.432176471","3.810352941",,,
596112,"Stephenson, Robert","CIN",2018,2018,"All",0.0003780111677746988,2,0,0,0,0,0,0,0,0,-0.022685138841943914,0.010922308747029959,"10.735","14.9305","4.1955",,,
503556,"Gonzalez, Marwin","HOU",2018,2018,"All",-0.6571232412825645,713,0.005610098176718092,2,2,0,0,0,2,2,-3.8500957028434515,0.25087977619139046,"12.414189349","15.331819527","2.917630178","9.942","21.3475","11.4055"
592348,"Goodrum, Niko","DET",2018,2018,"All",0.3846132099054072,568,0.02640845070422535,11,4,0,0,0,11,4,6.734614924766478,-2.1384661667730853,"12.525223282","15.642335878","3.117112595","11.723466667","22.1356","10.412133333"
640449,"Frazier, Clint","NYY",2018,2018,"All",-0.00020231220625631027,85,0,0,0,0,0,0,0,0,-0.7095819277710406,0.3149201629954484,"12.4098","15.6261875","3.2163875",,,
474568,"Mercer, Jordy","PIT",2018,2018,"All",0.01432380814665672,491,0,0,0,0,0,0,0,0,-3.9774876196685285,1.7996029601785843,"12.011951681","15.194762605","3.182810924",,,
542255,"Inciarte, Ender","ATL",2018,2018,"All",-0.1272059034193121,1122,0.03208556149732621,25,11,1,0,0,25,12,14.760699458234871,-6.842990655702857,"12.146551198","16.138034858","3.99148366","13.294583333","25.701","12.406416667"
408236,"González, Adrián","NYM",2018,2018,"All",0.049579322349129554,166,0,0,0,0,0,0,0,0,-1.2374965393299535,0.6601747338113786,"9.989889571","14.346417178","4.356527607",,,
641816,"Mahle, Tyler","CIN",2018,2018,"All",0.00676625811583934,10,0,0,0,0,0,0,0,0,-0.053192104058531635,0.038677064283434814,"11.4638","14.0544","2.5906",,,
656555,"Hoskins, Rhys","PHI",2018,2018,"All",-0.7502777454512072,1023,0.006842619745845552,4,3,1,0,0,4,4,-4.9164410392685145,0.5178010275611002,"11.287140333","15.179778586","3.892638254","11.615714286","23.310571429","11.694857143"
594953,"Palka, Daniel","CWS",2018,2018,"All",0.053664567835879105,415,0.007228915662650603,2,1,0,0,0,2,1,-0.8647076171927958,0.5035690917209746,"12.007328467","15.395389294","3.388060827","11.221333333","21.405","10.183666667"
592663,"Realmuto, J.T.","MIA",2018,2018,"All",-0.24803454232790495,863,0.004634994206257242,3,1,1,0,0,3,2,-4.227402507027851,1.3276576868392556,"12.552924812","16.901818296","4.348893484","10.989666667","23.223333333","12.233666667"
592426,"Jackson, Luke","ATL",2018,2018,"All",0.03145788672323968,3,0,0,0,0,0,0,0,0,-0.01565358634475446,0.07686356442709016,"13.762666667","15.201666667","1.439",,,
656775,"Mullins, Cedric","BAL",2018,2018,"All",-1.4388278780879247,266,0.018796992481203006,2,3,1,0,0,2,4,-0.7075414426595128,-2.8829324212356062,"11.977516667","15.3659125","3.388395833","10.862","22.4698","11.6078"
594838,"Gosselin, Phil","CIN",2018,2018,"All",-0.0003796693417190195,12,0,0,0,0,0,0,0,0,-0.08824810968350358,0.03837767243329265,"12.574083333","15.79425","3.220166667",,,
571657,"Farmer, Kyle","LAD",2018,2018,"All",0.015919921954464584,73,0,0,0,0,0,0,0,0,-0.4624736501547406,0.2409214488564727,"13.516842105","17.687982456","4.171140351",,,
502210,"Reddick, Josh","HOU",2018,2018,"All",-0.3377588615685177,681,0.010279001468428781,5,2,1,1,0,6,3,-0.5932766189902436,-0.4868967506010446,"11.955111821","16.432127796","4.477015974","12.674","25.586428571","12.912428571"
519346,"Thames, Eric","MIL",2018,2018,"All",1.3547460578581547,325,0.018461538461538463,6,0,0,0,0,6,0,3.9402500453776206,1.2593245528502899,"13.147016393","16.599636066","3.452619672","11.9958","23.784","11.7882"
592444,"Jones, JaCoby","DET",2018,2018,"All",0.5449710959303375,538,0.027881040892193308,12,3,1,0,0,12,4,7.960161181223899,-2.326802534032114,"13.880247826","17.738630435","3.858382609","12.7182","25.342933333","12.624733333"
543510,"McCann, James","DET",2018,2018,"All",-0.8876375572756625,546,0.003663003663003663,0,2,0,0,0,0,2,-5.319555598193961,0.3917190274736216,"10.54171028","15.714818692","5.173108411","11.2065","21.8115","10.605"
642086,"Smith, Dominic","NYM",2018,2018,"All",-0.04883756326539916,140,0,0,0,0,0,0,0,0,-1.1869932305229125,0.41902462853151856,"11.772253623","15.329282609","3.557028986",,,
641355,"Bellinger, Cody","LAD",2018,2018,"All",1.5749361706248717,855,0.014035087719298246,12,0,2,0,0,12,2,5.564156630088539,1.0268996546825853,"12.089455746","15.298113606","3.20865786","11.984","24.469545455","12.485545455"
455759,"Young, Chris","LAA",2018,2018,"All",0.3535491495521955,182,0.01098901098901099,2,0,0,1,0,3,0,0.040618066141200115,0.7676123029421229,"11.655982659","14.827202312","3.171219653","11.3615","30.966","19.6045"
595284,"Knapp, Andrew","PHI",2018,2018,"All",0.0498290662889775,270,0,0,0,0,0,0,0,0,-2.4996297652043884,1.221677820733012,"10.830628906","14.591648438","3.761019531",,,
606132,"Tapia, Raimel","COL",2018,2018,"All",-0.017120582980504805,72,0,0,0,0,0,0,0,0,-0.4798156184999487,0.17520564604329986,"12.150358209","15.915402985","3.765044776",,,
547379,"Pérez, Roberto","CLE",2018,2018,"All",0.14359647905385065,212,0.0047169811320754715,1,0,0,0,0,1,0,-1.1600435612542694,0.8346782028993432,"11.035442308","15.459302885","4.423860577","10.558","26.035","15.477"
624428,"Frazier, Adam","PIT",2018,2018,"All",-1.3932051364527955,608,0.006578947368421052,1,3,1,1,0,2,4,-3.927798782718398,-1.3503230664647012,"12.636383333","17.584353704","4.94797037","11.20525","21.92325","10.718"
571602,"Davidson, Matt","CWS",2018,2018,"All",0.2552557747076175,519,0,0,0,0,0,0,0,0,-3.956552376467572,2.3257027777802923,"10.811052427","14.169699029","3.358646602",,,
621466,"Stewart, DJ","BAL",2018,2018,"All",-0.24060889257505574,28,0.07142857142857142,1,1,0,0,0,1,1,0.8194355364163874,-0.8988799996851847,"13.766814815","19.209074074","5.442259259","11.4575","22.549","11.0915"
594777,"Calhoun, Kole","LAA",2018,2018,"All",0.3457819124337308,625,0.0128,6,2,0,1,0,7,2,0.6518474453389959,0.47869427414651655,"11.838777015","15.480240137","3.641463122","10.977625","24.052875","13.07525"
457706,"Jackson, Austin","NYM",2018,2018,"All",-1.1084590468402524,571,0.010507880910683012,3,3,1,0,0,3,4,-1.1980022591420276,-1.9307968778041067,"12.442360489","15.656095723","3.213735234","11.528833333","22.556833333","11.028"
408234,"Cabrera, Miguel","DET",2018,2018,"All",-0.042622358149976114,155,0,0,0,0,0,0,0,0,-1.3534905318166213,0.5068349960296624,"10.80908","13.704913333","2.895833333",,,
642708,"Rosario, Amed","NYM",2018,2018,"All",-1.1630450851190741,874,0.034324942791762014,20,10,2,0,0,20,12,12.829116496096365,-8.286374187418547,"11.809472067","15.500469274","3.690997207","12.042931034","23.382275862","11.339344828"
641745,"Keller, Brad","KC",2018,2018,"All",-0.002796328971711612,7,0,0,0,0,0,0,0,0,-0.058616506274044744,0.019837716184660747,"9.465714286","11.949857143","2.484142857",,,
645302,"Robles, Victor","WSH",2018,2018,"All",0.5788298527210229,124,0.024193548387096774,3,0,0,0,0,3,0,2.1452668615017765,0.3328366231570388,"13.706366071","16.493982143","2.787616071","13.298","22.441","9.143"
621002,"Robertson, Daniel","TB",2018,2018,"All",-0.3979876510525165,584,0.00684931506849315,2,2,0,1,0,3,2,-2.5929423558419953,0.26800182247973714,"12.467745387","15.138699262","2.670953875","10.95175","20.1795","9.22775"
541645,"García, Avisaíl","CWS",2018,2018,"All",-0.197397618808478,442,0.00904977375565611,3,1,1,0,0,3,2,-0.08357288593530104,-0.4015178702698182,"11.611810427","14.884168246","3.27235782","11.46375","19.50275","8.039"
457705,"McCutchen, Andrew","NYY",2018,2018,"All",-1.4856606032427986,1322,0.014372163388804841,12,7,2,0,0,12,9,1.8143904188930355,-4.1078637489364604,"11.783522176","15.977081172","4.193558996","11.138105263","21.951578947","10.813473684"
434778,"Morales, Kendrys","TOR",2018,2018,"All",-0.7569323724835467,573,0.0034904013961605585,0,2,0,0,0,0,2,-4.563156860030242,0.345997776716671,"10.441716049","14.572026455","4.130310406","7.887","14.735","6.848"
468504,"Chacín, Jhoulys","MIL",2018,2018,"All",0.029841736604933985,61,0,0,0,0,0,0,0,0,-0.46967203606363445,0.27505809737257975,"9.239245902","12.284377049","3.045131148",,,
607208,"Turner, Trea","WSH",2018,2018,"All",3.0760871234388167,1362,0.0315712187958884,36,7,3,2,0,38,10,25.256983071200015,-4.389576646224864,"13.027466312","17.255368794","4.227902482","12.615414634","24.28902439","11.673609756"
596071,"Peters, Dillon","MIA",2018,2018,"All",0.01845786449591399,19,0,0,0,0,0,0,0,0,-0.17132489012032814,0.11716187226662145,"8.515789474","12.059526316","3.543736842",,,
502624,"Anderson, Chase","MIL",2018,2018,"All",0.00794791056503887,35,0,0,0,0,0,0,0,0,-0.22754595383247908,0.11879355851452154,"7.949","10.770294118","2.821294118",,,
