"last_name, first_name","player_id","year","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba"
"Upton, Justin",457708,2018,,,,,,,,,,
"Zobrist, Ben",450314,2018,,,,,,,,,,
"Blackmon, Charlie",453568,2018,,,,,,,,,,
"Gennett, Scooter",571697,2018,,,,,,,,,,
"Ahmed, Nick",605113,2018,,,,,,,,,,
"Andujar, Miguel",609280,2018,,,,,,,,,,
"Santana, Carlos",467793,2018,,,,,,,,,,
"Kepler, Max",596146,2018,,,,,,,,,,
"Kinsler, Ian",435079,2018,,,,,,,,,,
"Benintendi, Andrew",643217,2018,,,,,,,,,,
"Escobar, Eduardo",500871,2018,,,,,,,,,,
"Bellinger, Cody",641355,2018,,,,,,,,,,
"Rizzo, Anthony",519203,2018,,,,,,,,,,
"Crawford, Brandon",543063,2018,,,,,,,,,,
"Mauer, Joe",408045,2018,,,,,,,,,,
"Villar, Jonathan",542340,2018,,,,,,,,,,
"Davis, Chris",448801,2018,,,,,,,,,,
"Anderson, Brian",605119,2018,,,,,,,,,,
"Rosario, Amed",642708,2018,,,,,,,,,,
"Markakis, Nick",455976,2018,,,,,,,,,,
"Choo, Shin-Soo",425783,2018,,,,,,,,,,
"Gurriel Jr., Yuli",493329,2018,,,,,,,,,,
"Davis, Khris",501981,2018,,,,,,,,,,
"Aguilar, Jesús",542583,2018,,,,,,,,,,
"Castro, Starlin",516770,2018,,,,,,,,,,
"Gonzalez, Marwin",503556,2018,,,,,,,,,,
"Núñez, Eduardo",456488,2018,,,,,,,,,,
"Seager, Kyle",572122,2018,,,,,,,,,,
"McCutchen, Andrew",457705,2018,,,,,,,,,,
"Goldschmidt, Paul",502671,2018,,,,,,,,,,
"Marte, Ketel",606466,2018,,,,,,,,,,
"Escobar, Alcides",444876,2018,,,,,,,,,,
"Moncada, Yoán",660162,2018,,,,,,,,,,
"Hicks, Aaron",543305,2018,,,,,,,,,,
"Harper, Bryce",547180,2018,,,,,,,,,,
"Pham, Tommy",502054,2018,,,,,,,,,,
"Grandal, Yasmani",518735,2018,"33","2.04","2.04","2.04","4","1.62","1.62",,"0.74","80.7"
"Hamilton, Billy",571740,2018,,,,,,,,,,
"Castellanos, Nick",592206,2018,,,,,,,,,,
"Peraza, José",606299,2018,,,,,,,,,,
"Segura, Jean",516416,2018,,,,,,,,,,
"Longoria, Evan",446334,2018,,,,,,,,,,
"Barnhart, Tucker",571466,2018,"37","2.03","2.03","2.05","4","1.73","1.5","1.81","0.7","79.3"
"Smoak, Justin",475253,2018,,,,,,,,,,
"Hosmer, Eric",543333,2018,,,,,,,,,,
