"last_name, first_name","player_id","year","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba"
"Kiner-Falefa, Isiah",643396,2021,,,,,,,,,,
"McCutchen, Andrew",457705,2021,,,,,,,,,,
"Taylor, Michael A.",572191,2021,,,,,,,,,,
"Story, Trevor",596115,2021,,,,,,,,,,
"Torres, Gleyber",650402,2021,,,,,,,,,,
"Hernández, Teoscar",606192,2021,,,,,,,,,,
"Chapman, Matt",656305,2021,,,,,,,,,,
"Fletcher, David",664058,2021,,,,,,,,,,
"India, Jonathan",663697,2021,,,,,,,,,,
"Lowe, Nathaniel",663993,2021,,,,,,,,,,
"Brantley Jr., Michael",488726,2021,,,,,,,,,,
"Perez, Salvador",521692,2021,"28","1.97","1.96","1.98","4","1.55","1.59","1.43","0.71","81.7"
"Harrison, Josh",543281,2021,,,,,,,,,,
"Olson, Matt",621566,2021,,,,,,,,,,
"Hernández, César",514917,2021,,,,,,,,,,
"Chisholm Jr., Jazz",665862,2021,,,,,,,,,,
"Edman, Tommy",669242,2021,,,,,,,,,,
"Farmer, Kyle",571657,2021,,,,,,,,,,
"Happ, Ian",664023,2021,,,,,,,,,,
"Lowe, Brandon",664040,2021,,,,,,,,,,
"Hernández, Enrique",571771,2021,,,,,,,,,,
"Schoop, Jonathan",570731,2021,,,,,,,,,,
"Dozier, Hunter",641531,2021,,,,,,,,,,
"Harper, Bryce",547180,2021,,,,,,,,,,
"Hays, Austin",669720,2021,,,,,,,,,,
"Gurriel Jr., Lourdes",666971,2021,,,,,,,,,,
"Donaldson, Josh",518626,2021,,,,,,,,,,
"Peralta, David",444482,2021,,,,,,,,,,
"Newman, Kevin",621028,2021,,,,,,,,,,
"Soto, Juan",665742,2021,,,,,,,,,,
"Crawford, J.P.",641487,2021,,,,,,,,,,
"Arenado, Nolan",571448,2021,,,,,,,,,,
"Realmuto, J.T.",592663,2021,"16","1.84","1.85","1.82","1","1.43","1.43",,"0.71","87.4"
"Grossman, Robbie",543257,2021,,,,,,,,,,
"Riley, Austin",663586,2021,,,,,,,,,,
"García, Avisaíl",541645,2021,,,,,,,,,,
"Smith, Pavin",656976,2021,,,,,,,,,,
"Rosario, Amed",642708,2021,,,,,,,,,,
"Ohtani, Shohei",660271,2021,,,,,,,,,,
"Stanton, Giancarlo",519317,2021,,,,,,,,,,
"Walsh, Jared",665120,2021,,,,,,,,,,
"Ramírez, José",608070,2021,,,,,,,,,,
"Turner, Justin",457759,2021,,,,,,,,,,
"Frazier, Adam",624428,2021,,,,,,,,,,
"Tucker, Kyle",663656,2021,,,,,,,,,,
"Guerrero Jr., Vladimir",665489,2021,,,,,,,,,,
"Pham, Tommy",502054,2021,,,,,,,,,,
"Moncada, Yoán",660162,2021,,,,,,,,,,
"Seager, Kyle",572122,2021,,,,,,,,,,
"Lowrie, Jed",476704,2021,,,,,,,,,,
"Alonso, Pete",624413,2021,,,,,,,,,,
"Bryant, Kris",592178,2021,,,,,,,,,,
"Martinez, J.D.",502110,2021,,,,,,,,,,
"Abreu, José",547989,2021,,,,,,,,,,
"Lopez, Nicky",670032,2021,,,,,,,,,,
"Benintendi, Andrew",643217,2021,,,,,,,,,,
"Villar, Jonathan",542340,2021,,,,,,,,,,
"Bogaerts, Xander",593428,2021,,,,,,,,,,
"Canha, Mark",592192,2021,,,,,,,,,,
"Sanó, Miguel",593934,2021,,,,,,,,,,
"Yastrzemski, Mike",573262,2021,,,,,,,,,,
"Aguilar, Jesús",542583,2021,,,,,,,,,,
"Mountcastle, Ryan",663624,2021,,,,,,,,,,
"Gallo, Joey",608336,2021,,,,,,,,,,
"Hosmer, Eric",543333,2021,,,,,,,,,,
"García, Adolis",666969,2021,,,,,,,,,,
"Tapia, Raimel",606132,2021,,,,,,,,,,
"Taylor, Chris",621035,2021,,,,,,,,,,
"Votto, Joey",458015,2021,,,,,,,,,,
"Báez, Javier",595879,2021,,,,,,,,,,
"Rizzo, Anthony",519203,2021,,,,,,,,,,
"Iglesias, Jose",578428,2021,,,,,,,,,,
"Soler, Jorge",624585,2021,,,,,,,,,,
"Betts, Mookie",605141,2021,,,,,,,,,,
"Mancini III, Trey",641820,2021,,,,,,,,,,
"Lindor, Francisco",596019,2021,,,,,,,,,,
"O'Neill, Tyler",641933,2021,,,,,,,,,,
"Freeman, Freddie",518692,2021,,,,,,,,,,
"Anderson, Tim",641313,2021,,,,,,,,,,
"Cabrera, Miguel",408234,2021,,,,,,,,,,
"Machado, Manny",592518,2021,,,,,,,,,,
