"last_name, first_name","player_id","year","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba"
"Adames, Willy",642715,2022,,,,,,,,,,
"Yelich, Christian",592885,2022,,,,,,,,,,
"Cruz Jr., Nelson",443558,2022,,,,,,,,,,
"Varsho, Daulton",662139,2022,"12","1.96","1.96","1.96","0",,,,"0.68","78.9"
"Rojas, Josh",668942,2022,,,,,,,,,,
"Bohm, Alec",664761,2022,,,,,,,,,,
"Arozarena, Randy",668227,2022,,,,,,,,,,
"Realmuto, J.T.",592663,2022,"44","1.82","1.82","1.83","1","1.4","1.4",,"0.66","87.6"
"Smith, Will",669257,2022,"32","1.93","1.94","1.88","2","1.51","1.51",,"0.71","83.6"
"Ramírez, José",608070,2022,,,,,,,,,,
"Aguilar, Jesús",542583,2022,,,,,,,,,,
"Straw, Myles",664702,2022,,,,,,,,,,
"Farmer, Kyle",571657,2022,,,,,,,,,,
"Andrus, Elvis",462101,2022,,,,,,,,,,
"Rengifo, Luis",650859,2022,,,,,,,,,,
"Crawford, J.P.",641487,2022,,,,,,,,,,
"Ward, Taylor",621493,2022,,,,,,,,,,
"Pollock, AJ",572041,2022,,,,,,,,,,
"Voit III, Luke",572228,2022,,,,,,,,,,
"Kwan, Steven",680757,2022,,,,,,,,,,
"Profar, Jurickson",595777,2022,,,,,,,,,,
"Grichuk, Randal",545341,2022,,,,,,,,,,
"Soto, Juan",665742,2022,,,,,,,,,,
"Renfroe, Hunter",592669,2022,,,,,,,,,,
"Benintendi, Andrew",643217,2022,,,,,,,,,,
"Arenado, Nolan",571448,2022,,,,,,,,,,
"Tucker, Kyle",663656,2022,,,,,,,,,,
"Betts, Mookie",605141,2022,,,,,,,,,,
"Schwarber, Kyle",656941,2022,,,,,,,,,,
"Thomas, Lane",657041,2022,,,,,,,,,,
"Bichette, Bo",666182,2022,,,,,,,,,,
"Hoerner, Nico",663538,2022,,,,,,,,,,
"Canha, Mark",592192,2022,,,,,,,,,,
"Martinez, J.D.",502110,2022,,,,,,,,,,
"LeMahieu, DJ",518934,2022,,,,,,,,,,
"Mountcastle, Ryan",663624,2022,,,,,,,,,,
"Blackmon, Charlie",453568,2022,,,,,,,,,,
"Hays, Austin",669720,2022,,,,,,,,,,
"Seager, Corey",608369,2022,,,,,,,,,,
"Rosario, Amed",642708,2022,,,,,,,,,,
"Urshela, Gio",570482,2022,,,,,,,,,,
"Kiner-Falefa, Isiah",643396,2022,,,,,,,,,,
"Donaldson, Josh",518626,2022,,,,,,,,,,
"Muncy, Max",571970,2022,,,,,,,,,,
"Wisdom, Patrick",621550,2022,,,,,,,,,,
"Merrifield, Whit",593160,2022,,,,,,,,,,
"Escobar, Eduardo",500871,2022,,,,,,,,,,
"Acuña Jr., Ronald",660670,2022,,,,,,,,,,
"Mateo, Jorge",622761,2022,,,,,,,,,,
"Bogaerts, Xander",593428,2022,,,,,,,,,,
"Vaughn, Andrew",683734,2022,,,,,,,,,,
"Turner, Trea",607208,2022,,,,,,,,,,
"Mullins II, Cedric",656775,2022,,,,,,,,,,
"Altuve, Jose",514888,2022,,,,,,,,,,
"Alonso, Pete",624413,2022,,,,,,,,,,
"Estrada, Thairo",642731,2022,,,,,,,,,,
"Santander, Anthony",623993,2022,,,,,,,,,,
"Giménez, Andrés",665926,2022,,,,,,,,,,
"McMahon, Ryan",641857,2022,,,,,,,,,,
"Happ, Ian",664023,2022,,,,,,,,,,
"Chapman, Matt",656305,2022,,,,,,,,,,
"Flores, Wilmer",527038,2022,,,,,,,,,,
"Springer III, George",543807,2022,,,,,,,,,,
"Correa, Carlos",621043,2022,,,,,,,,,,
"Báez, Javier",595879,2022,,,,,,,,,,
"McNeil, Jeff",643446,2022,,,,,,,,,,
"Bellinger, Cody",641355,2022,,,,,,,,,,
"Castellanos, Nick",592206,2022,,,,,,,,,,
"Cronenworth, Jake",630105,2022,,,,,,,,,,
"Lowe, Nathaniel",663993,2022,,,,,,,,,,
"García, Adolis",666969,2022,,,,,,,,,,
"Witt Jr., Bobby",677951,2022,,,,,,,,,,
"Turner, Justin",457759,2022,,,,,,,,,,
"Melendez Jr., MJ",669004,2022,"20","1.97","1.99","1.94","1","1.62","1.62",,"0.74","83"
"Ohtani, Shohei",660271,2022,,,,,,,,,,
"Rojas, Miguel",500743,2022,,,,,,,,,,
"Díaz, Yandy",650490,2022,,,,,,,,,,
"Hernández, Teoscar",606192,2022,,,,,,,,,,
"Edman, Tommy",669242,2022,,,,,,,,,,
"Freeman, Freddie",518692,2022,,,,,,,,,,
"Brown, Seth",664913,2022,,,,,,,,,,
"Frazier, Adam",624428,2022,,,,,,,,,,
"Pham, Tommy",502054,2022,,,,,,,,,,
"Riley, Austin",663586,2022,,,,,,,,,,
"Suárez, Eugenio",553993,2022,,,,,,,,,,
"Devers, Rafael",646240,2022,,,,,,,,,,
"Walker, Christian",572233,2022,,,,,,,,,,
"Hoskins, Rhys",656555,2022,,,,,,,,,,
"Grisham, Trent",663757,2022,,,,,,,,,,
"Mancini III, Trey",641820,2022,,,,,,,,,,
"Yastrzemski, Mike",573262,2022,,,,,,,,,,
"Reynolds, Bryan",668804,2022,,,,,,,,,,
"Winker, Jesse",608385,2022,,,,,,,,,,
"Arraez, Luis",650333,2022,,,,,,,,,,
"Goldschmidt, Paul",502671,2022,,,,,,,,,,
"Santana, Carlos",467793,2022,,,,,,,,,,
"Hayes, Ke'Bryan",663647,2022,,,,,,,,,,
"Verdugo, Alex",657077,2022,,,,,,,,,,
"Tellez, Rowdy",642133,2022,,,,,,,,,,
"Rizzo, Anthony",519203,2022,,,,,,,,,,
"Peña, Jeremy",665161,2022,,,,,,,,,,
"Hernández, César",514917,2022,,,,,,,,,,
"Alvarez, Yordan",670541,2022,,,,,,,,,,
"Abreu, José",547989,2022,,,,,,,,,,
"Olson, Matt",621566,2022,,,,,,,,,,
"Kemp, Tony",643393,2022,,,,,,,,,,
"Marte, Ketel",606466,2022,,,,,,,,,,
"Drury, Brandon",592273,2022,,,,,,,,,,
"Lindor, Francisco",596019,2022,,,,,,,,,,
"McCutchen, Andrew",457705,2022,,,,,,,,,,
"Ozuna, Marcell",542303,2022,,,,,,,,,,
"Cron, C.J.",543068,2022,,,,,,,,,,
"Rodgers, Brendan",663898,2022,,,,,,,,,,
"Semien, Marcus",543760,2022,,,,,,,,,,
"Kirk, Alejandro",672386,2022,"27","1.99","1.99","1.99","3","1.52","1.52",,"0.72","80.3"
"Bregman, Alex",608324,2022,,,,,,,,,,
"Machado, Manny",592518,2022,,,,,,,,,,
"Marte, Starling",516782,2022,,,,,,,,,,
"Torres, Gleyber",650402,2022,,,,,,,,,,
"Swanson, Dansby",621020,2022,,,,,,,,,,
"Bell, Josh",605137,2022,,,,,,,,,,
"Murphy, Sean",669221,2022,"33","1.89","1.88","1.91","1","1.4",,"1.4","0.7","86.1"
"Gurriel Jr., Yuli",493329,2022,,,,,,,,,,
"France, Ty",664034,2022,,,,,,,,,,
"Judge, Aaron",592450,2022,,,,,,,,,,
"Guerrero Jr., Vladimir",665489,2022,,,,,,,,,,
"Kim, Ha-Seong",673490,2022,,,,,,,,,,
"Nimmo, Brandon",607043,2022,,,,,,,,,,
"Schoop, Jonathan",570731,2022,,,,,,,,,,
"Rodríguez, Julio",677594,2022,,,,,,,,,,
