"last_name, first_name","player_id","year","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba"
"Núñez, Renato",600524,2020,,,,,,,,,,
"Gurriel Jr., Yuli",493329,2020,,,,,,,,,,
"Myers, Wil",571976,2020,,,,,,,,,,
"Cabrera, Miguel",408234,2020,,,,,,,,,,
"Peralta, David",444482,2020,,,,,,,,,,
"Calhoun, Kole",594777,2020,,,,,,,,,,
"Anderson, Brian",605119,2020,,,,,,,,,,
"Gurriel Jr., Lourdes",666971,2020,,,,,,,,,,
"Mondesi, Adalberto",609275,2020,,,,,,,,,,
"Frazier, Adam",624428,2020,,,,,,,,,,
"Crawford, J.P.",641487,2020,,,,,,,,,,
"Soto, Juan",665742,2020,,,,,,,,,,
"Franco, Maikel",596748,2020,,,,,,,,,,
"Robert Jr., Luis",673357,2020,,,,,,,,,,
"McMahon, Ryan",641857,2020,,,,,,,,,,
"Hiura, Keston",669374,2020,,,,,,,,,,
"Anderson, Tim",641313,2020,,,,,,,,,,
"Duvall, Adam",594807,2020,,,,,,,,,,
"Abreu, José",547989,2020,,,,,,,,,,
"Ruiz, Rio",547004,2020,,,,,,,,,,
"Tapia, Raimel",606132,2020,,,,,,,,,,
"Solano, Donovan",456781,2020,,,,,,,,,,
"Biggio, Cavan",624415,2020,,,,,,,,,,
"Contreras, Willson",575929,2020,"20","1.94","1.95","1.92","1","1.48",,"1.48","0.75","84.3"
"Cruz Jr., Nelson",443558,2020,,,,,,,,,,
"Flores, Wilmer",527038,2020,,,,,,,,,,
"Correa, Carlos",621043,2020,,,,,,,,,,
"Dozier, Hunter",641531,2020,,,,,,,,,,
"Aguilar, Jesús",542583,2020,,,,,,,,,,
"Crawford, Brandon",543063,2020,,,,,,,,,,
"Adames, Willy",642715,2020,,,,,,,,,,
"Pillar, Kevin",607680,2020,,,,,,,,,,
"Martinez, J.D.",502110,2020,,,,,,,,,,
"Harper, Bryce",547180,2020,,,,,,,,,,
"Yastrzemski, Mike",573262,2020,,,,,,,,,,
"Verdugo, Alex",657077,2020,,,,,,,,,,
"Arcia, Orlando",606115,2020,,,,,,,,,,
"González, Erik",570481,2020,,,,,,,,,,
"Blackmon, Charlie",453568,2020,,,,,,,,,,
"Kiner-Falefa, Isiah",643396,2020,,,,,,,,,,
"Ramírez, José",608070,2020,,,,,,,,,,
"Nimmo, Brandon",607043,2020,,,,,,,,,,
"Hicks, Aaron",543305,2020,,,,,,,,,,
"Villar, Jonathan",542340,2020,,,,,,,,,,
"Grisham, Trent",663757,2020,,,,,,,,,,
"Trout, Mike",545361,2020,,,,,,,,,,
"Betts, Mookie",605141,2020,,,,,,,,,,
"Rendon, Anthony",543685,2020,,,,,,,,,,
"Story, Trevor",596115,2020,,,,,,,,,,
"Swanson, Dansby",621020,2020,,,,,,,,,,
"Ahmed, Nick",605113,2020,,,,,,,,,,
"Marte, Starling",516782,2020,,,,,,,,,,
"Brantley Jr., Michael",488726,2020,,,,,,,,,,
"Yelich, Christian",592885,2020,,,,,,,,,,
"Arenado, Nolan",571448,2020,,,,,,,,,,
"McNeil, Jeff",643446,2020,,,,,,,,,,
"Tucker, Kyle",663656,2020,,,,,,,,,,
"Candelario, Jeimer",600869,2020,,,,,,,,,,
"Muncy, Max",571970,2020,,,,,,,,,,
"Conforto, Michael",624424,2020,,,,,,,,,,
"Segura, Jean",516416,2020,,,,,,,,,,
"Reddick, Josh",502210,2020,,,,,,,,,,
"Santana, Carlos",467793,2020,,,,,,,,,,
"Báez, Javier",595879,2020,,,,,,,,,,
"Pollock, AJ",572041,2020,,,,,,,,,,
"Vázquez, Christian",543877,2020,"19","1.97","1.99","1.94","2","1.84","1.4","2.29","0.69","79.5"
"Laureano, Ramón",657656,2020,,,,,,,,,,
"Realmuto, J.T.",592663,2020,"10","1.81","1.78","1.85","1","1.4","1.4",,"0.69","87.2"
"Lopez, Nicky",670032,2020,,,,,,,,,,
"Grossman, Robbie",543257,2020,,,,,,,,,,
"McCutchen, Andrew",457705,2020,,,,,,,,,,
"Cabrera, Asdrúbal",452678,2020,,,,,,,,,,
"Cronenworth, Jake",630105,2020,,,,,,,,,,
"Bradley Jr., Jackie",598265,2020,,,,,,,,,,
"Tatis Jr., Fernando",665487,2020,,,,,,,,,,
"White, Evan",657108,2020,,,,,,,,,,
"Semien, Marcus",543760,2020,,,,,,,,,,
"Castellanos, Nick",592206,2020,,,,,,,,,,
"Bogaerts, Xander",593428,2020,,,,,,,,,,
"Votto, Joey",458015,2020,,,,,,,,,,
"Suárez, Eugenio",553993,2020,,,,,,,,,,
"Dickerson, Corey",572816,2020,,,,,,,,,,
"Profar, Jurickson",595777,2020,,,,,,,,,,
"Reynolds, Bryan",668804,2020,,,,,,,,,,
"Jiménez, Eloy",650391,2020,,,,,,,,,,
"Alonso, Pete",624413,2020,,,,,,,,,,
"Riley, Austin",663586,2020,,,,,,,,,,
"Davis, J.D.",605204,2020,,,,,,,,,,
"Solak, Nick",669256,2020,,,,,,,,,,
"Rizzo, Anthony",519203,2020,,,,,,,,,,
"Longoria, Evan",446334,2020,,,,,,,,,,
"Guerrero Jr., Vladimir",665489,2020,,,,,,,,,,
"Hernández, César",514917,2020,,,,,,,,,,
"Happ, Ian",664023,2020,,,,,,,,,,
"Alberto, Hanser",593643,2020,,,,,,,,,,
"Fletcher, David",664058,2020,,,,,,,,,,
"Schwarber, Kyle",656941,2020,,,,,,,,,,
"Grichuk, Randal",545341,2020,,,,,,,,,,
"Lewis, Kyle",641786,2020,,,,,,,,,,
"Escobar, Eduardo",500871,2020,,,,,,,,,,
"Moncada, Yoán",660162,2020,,,,,,,,,,
"García, Avisaíl",541645,2020,,,,,,,,,,
"Robles, Victor",645302,2020,,,,,,,,,,
"Polanco, Jorge",593871,2020,,,,,,,,,,
"Gregorius, Didi",544369,2020,,,,,,,,,,
"Ozuna, Marcell",542303,2020,,,,,,,,,,
"Marte, Ketel",606466,2020,,,,,,,,,,
"LeMahieu, DJ",518934,2020,,,,,,,,,,
"Canha, Mark",592192,2020,,,,,,,,,,
"Grandal, Yasmani",518735,2020,"6","1.98","1.94","2","0",,,,"0.67","77.5"
"Reyes, Victor",622682,2020,,,,,,,,,,
"Moran, Colin",592567,2020,,,,,,,,,,
"Springer III, George",543807,2020,,,,,,,,,,
"Goldschmidt, Paul",502671,2020,,,,,,,,,,
"Merrifield, Whit",593160,2020,,,,,,,,,,
"Bellinger, Cody",641355,2020,,,,,,,,,,
"Wong, Kolten",543939,2020,,,,,,,,,,
"Gallo, Joey",608336,2020,,,,,,,,,,
"Lowe, Brandon",664040,2020,,,,,,,,,,
"Smith, Dominic",642086,2020,,,,,,,,,,
"La Stella, Tommy",600303,2020,,,,,,,,,,
"Acuña Jr., Ronald",660670,2020,,,,,,,,,,
"Altuve, Jose",514888,2020,,,,,,,,,,
"Voit III, Luke",572228,2020,,,,,,,,,,
"Kepler, Max",596146,2020,,,,,,,,,,
"Edman, Tommy",669242,2020,,,,,,,,,,
"Machado, Manny",592518,2020,,,,,,,,,,
"Sanó, Miguel",593934,2020,,,,,,,,,,
"Seager, Corey",608369,2020,,,,,,,,,,
"Seager, Kyle",572122,2020,,,,,,,,,,
"Gonzalez, Marwin",503556,2020,,,,,,,,,,
"Rosario, Eddie",592696,2020,,,,,,,,,,
"Bell, Josh",605137,2020,,,,,,,,,,
"Reyes, Franmil",614177,2020,,,,,,,,,,
"Walker, Christian",572233,2020,,,,,,,,,,
"Hernández, Teoscar",606192,2020,,,,,,,,,,
"Olson, Matt",621566,2020,,,,,,,,,,
"Turner, Trea",607208,2020,,,,,,,,,,
"Lindor, Francisco",596019,2020,,,,,,,,,,
"Freeman, Freddie",518692,2020,,,,,,,,,,
"Devers, Rafael",646240,2020,,,,,,,,,,
"Taylor, Chris",621035,2020,,,,,,,,,,
